o_orderkey,o_custkey,o_orderstatus,o_totalprice,o_orderdate,o_orderpriority,o_clerk,o_shippriority,o_comment
85651,40565,P,384962.27,19971207,2-HIGH,Clerk#12,0,Order 85651 comment
85652,43669,F,185212.76,19930403,5-LOW,Clerk#62,0,Order 85652 comment
85653,46216,P,161422.09,19930415,1-URGENT,Clerk#76,0,Order 85653 comment
85654,47224,O,234184.38,19960522,4-NOT SPECIFIED,Clerk#29,0,Order 85654 comment
85655,24506,O,145079.6,19960810,4-NOT SPECIFIED,Clerk#77,1,Order 85655 comment
85656,19410,F,70923.22,19931226,1-URGENT,Clerk#67,0,Order 85656 comment
85657,33055,P,313504.75,19950407,1-URGENT,Clerk#30,0,Order 85657 comment
85658,31658,O,65986.98,19940826,1-URGENT,Clerk#37,0,Order 85658 comment
85659,48568,O,249732.41,19950509,1-URGENT,Clerk#14,1,Order 85659 comment
85660,2056,O,490774.27,19980925,2-HIGH,Clerk#61,0,Order 85660 comment
85661,17832,O,105730.71,19920927,3-MEDIUM,Clerk#53,0,Order 85661 comment
85662,32054,F,50906.07,19930815,4-NOT SPECIFIED,Clerk#53,1,Order 85662 comment
85663,49476,O,344925.6,19931116,2-HIGH,Clerk#72,1,Order 85663 comment
85664,18551,P,259247.4,19920313,4-NOT SPECIFIED,Clerk#60,1,Order 85664 comment
85665,43900,F,258776.73,19980628,4-NOT SPECIFIED,Clerk#94,0,Order 85665 comment
85666,210,P,451852.9,19930107,1-URGENT,Clerk#69,0,Order 85666 comment
85667,44978,P,41347.97,19980529,5-LOW,Clerk#75,0,Order 85667 comment
85668,47320,O,71541.58,19981028,1-URGENT,Clerk#79,0,Order 85668 comment
85669,11788,P,372523.31,19920316,1-URGENT,Clerk#27,1,Order 85669 comment
85670,28331,P,420661.29,19920818,1-URGENT,Clerk#41,1,Order 85670 comment
85671,28082,F,272429.99,19981117,1-URGENT,Clerk#86,0,Order 85671 comment
85672,41432,F,307160.85,19940721,4-NOT SPECIFIED,Clerk#37,1,Order 85672 comment
85673,44928,F,409978.58,19980418,2-HIGH,Clerk#93,1,Order 85673 comment
85674,1627,P,173864.95,19970301,1-URGENT,Clerk#11,0,Order 85674 comment
85675,9879,F,278557.29,19980227,4-NOT SPECIFIED,Clerk#67,1,Order 85675 comment
85676,33777,F,227999.32,19931113,4-NOT SPECIFIED,Clerk#48,1,Order 85676 comment
85677,46322,F,66921.98,19940707,5-LOW,Clerk#13,0,Order 85677 comment
85678,10253,P,179668.06,19980730,2-HIGH,Clerk#79,0,Order 85678 comment
85679,18506,F,272692.97,19920110,5-LOW,Clerk#7,1,Order 85679 comment
85680,46008,O,392733.53,19920501,1-URGENT,Clerk#56,1,Order 85680 comment
85681,44326,F,257704.72,19981112,3-MEDIUM,Clerk#54,1,Order 85681 comment
85682,18154,O,1629.27,19940909,2-HIGH,Clerk#49,0,Order 85682 comment
85683,49709,O,327404.48,19980420,2-HIGH,Clerk#36,0,Order 85683 comment
85684,21478,F,18723.03,19931113,4-NOT SPECIFIED,Clerk#84,1,Order 85684 comment
85685,26296,P,242578.25,19920713,1-URGENT,Clerk#82,0,Order 85685 comment
85686,45568,P,102204.44,19950316,4-NOT SPECIFIED,Clerk#44,1,Order 85686 comment
85687,30417,P,247690.13,19971101,1-URGENT,Clerk#95,0,Order 85687 comment
85688,10949,P,178271.78,19961111,1-URGENT,Clerk#96,1,Order 85688 comment
85689,4723,F,191141.89,19981107,3-MEDIUM,Clerk#15,1,Order 85689 comment
85690,23950,F,175624.89,19960110,4-NOT SPECIFIED,Clerk#92,1,Order 85690 comment
85691,9223,F,352680.45,19920602,5-LOW,Clerk#55,1,Order 85691 comment
85692,5496,O,380769.17,19921003,3-MEDIUM,Clerk#70,1,Order 85692 comment
85693,19463,F,109839.77,19960105,4-NOT SPECIFIED,Clerk#77,1,Order 85693 comment
85694,32101,F,165060.39,19940716,2-HIGH,Clerk#96,1,Order 85694 comment
85695,557,F,292935.75,19980729,1-URGENT,Clerk#20,1,Order 85695 comment
85696,13756,O,315989.56,19970523,3-MEDIUM,Clerk#49,1,Order 85696 comment
85697,18649,P,207515.95,19930819,4-NOT SPECIFIED,Clerk#41,0,Order 85697 comment
85698,42449,P,463261.43,19930615,2-HIGH,Clerk#44,0,Order 85698 comment
85699,36702,P,390894.09,19971007,5-LOW,Clerk#19,1,Order 85699 comment
85700,48905,P,29807.76,19970129,2-HIGH,Clerk#45,1,Order 85700 comment
85701,6726,F,259648.98,19951021,4-NOT SPECIFIED,Clerk#69,0,Order 85701 comment
85702,32721,O,247188.71,19980614,1-URGENT,Clerk#77,0,Order 85702 comment
85703,416,P,307338.42,19930617,5-LOW,Clerk#57,1,Order 85703 comment
85704,48898,O,276903.46,19950607,4-NOT SPECIFIED,Clerk#78,1,Order 85704 comment
85705,33607,O,231537.12,19930926,4-NOT SPECIFIED,Clerk#19,1,Order 85705 comment
85706,21648,F,326806.77,19980707,5-LOW,Clerk#83,1,Order 85706 comment
85707,13051,F,269810.0,19980429,3-MEDIUM,Clerk#63,1,Order 85707 comment
85708,20541,P,88954.22,19940811,3-MEDIUM,Clerk#61,1,Order 85708 comment
85709,31664,P,159376.74,19931206,4-NOT SPECIFIED,Clerk#30,1,Order 85709 comment
85710,43930,P,95360.53,19960609,2-HIGH,Clerk#52,1,Order 85710 comment
85711,47929,P,286518.72,19960811,3-MEDIUM,Clerk#11,1,Order 85711 comment
85712,31976,P,482708.02,19950720,3-MEDIUM,Clerk#48,1,Order 85712 comment
85713,38999,O,377621.84,19950603,1-URGENT,Clerk#18,0,Order 85713 comment
85714,37482,F,125096.78,19970601,3-MEDIUM,Clerk#72,0,Order 85714 comment
85715,18490,P,238977.17,19980508,3-MEDIUM,Clerk#51,1,Order 85715 comment
85716,7746,F,455318.48,19951225,1-URGENT,Clerk#35,0,Order 85716 comment
85717,13846,P,126315.49,19940303,4-NOT SPECIFIED,Clerk#93,0,Order 85717 comment
85718,39867,F,467083.32,19970510,3-MEDIUM,Clerk#7,0,Order 85718 comment
85719,21837,F,347887.21,19950508,1-URGENT,Clerk#100,1,Order 85719 comment
85720,17431,F,368718.09,19920702,3-MEDIUM,Clerk#80,0,Order 85720 comment
85721,44741,O,353445.26,19950424,2-HIGH,Clerk#1,1,Order 85721 comment
85722,31694,F,50798.65,19940410,2-HIGH,Clerk#46,1,Order 85722 comment
85723,44143,F,330653.77,19980528,3-MEDIUM,Clerk#10,0,Order 85723 comment
85724,18794,F,280093.64,19970418,2-HIGH,Clerk#82,0,Order 85724 comment
85725,10000,O,432497.26,19940610,1-URGENT,Clerk#78,0,Order 85725 comment
85726,28333,P,279446.01,19980806,4-NOT SPECIFIED,Clerk#95,0,Order 85726 comment
85727,8476,F,473680.37,19921106,5-LOW,Clerk#46,0,Order 85727 comment
85728,44447,F,294044.77,19971107,5-LOW,Clerk#40,1,Order 85728 comment
85729,16737,O,269741.58,19951229,3-MEDIUM,Clerk#33,1,Order 85729 comment
85730,2691,P,7962.95,19920430,3-MEDIUM,Clerk#94,1,Order 85730 comment
85731,24726,P,488094.31,19970928,4-NOT SPECIFIED,Clerk#77,1,Order 85731 comment
85732,27155,P,295566.06,19930712,5-LOW,Clerk#34,0,Order 85732 comment
85733,21303,P,453021.16,19950106,3-MEDIUM,Clerk#19,0,Order 85733 comment
85734,19412,O,24959.78,19970403,1-URGENT,Clerk#93,1,Order 85734 comment
85735,36413,P,220728.4,19930601,3-MEDIUM,Clerk#67,1,Order 85735 comment
85736,35230,F,4510.17,19941015,4-NOT SPECIFIED,Clerk#53,0,Order 85736 comment
85737,17801,F,186404.43,19931013,1-URGENT,Clerk#80,1,Order 85737 comment
85738,31579,F,400038.32,19940825,1-URGENT,Clerk#68,1,Order 85738 comment
85739,25414,F,494392.51,19970410,4-NOT SPECIFIED,Clerk#68,0,Order 85739 comment
85740,2727,F,360370.45,19971203,3-MEDIUM,Clerk#9,0,Order 85740 comment
85741,31319,F,388166.14,19960208,5-LOW,Clerk#60,1,Order 85741 comment
85742,48908,O,254547.19,19920730,4-NOT SPECIFIED,Clerk#36,1,Order 85742 comment
85743,33907,P,214579.68,19940918,1-URGENT,Clerk#17,1,Order 85743 comment
85744,41430,P,424999.07,19920203,3-MEDIUM,Clerk#64,0,Order 85744 comment
85745,25284,O,180901.57,19930422,5-LOW,Clerk#95,0,Order 85745 comment
85746,12004,O,279323.15,19950307,2-HIGH,Clerk#99,1,Order 85746 comment
85747,46584,O,266031.85,19920328,2-HIGH,Clerk#10,0,Order 85747 comment
85748,46276,O,335707.29,19951030,3-MEDIUM,Clerk#87,0,Order 85748 comment
85749,1115,P,286811.31,19921125,5-LOW,Clerk#29,0,Order 85749 comment
85750,32791,O,194897.57,19970302,4-NOT SPECIFIED,Clerk#24,1,Order 85750 comment
85751,24128,F,274848.02,19930108,2-HIGH,Clerk#65,1,Order 85751 comment
85752,1922,P,153552.81,19961222,3-MEDIUM,Clerk#14,0,Order 85752 comment
85753,40249,O,418523.72,19980817,5-LOW,Clerk#52,1,Order 85753 comment
85754,47899,P,425539.47,19930406,2-HIGH,Clerk#2,1,Order 85754 comment
85755,37731,O,320706.48,19940820,5-LOW,Clerk#50,1,Order 85755 comment
85756,13868,P,113015.39,19940212,1-URGENT,Clerk#77,0,Order 85756 comment
85757,16661,P,461169.28,19981003,4-NOT SPECIFIED,Clerk#42,1,Order 85757 comment
85758,16835,P,55253.56,19950531,2-HIGH,Clerk#6,1,Order 85758 comment
85759,48702,P,405905.98,19951112,2-HIGH,Clerk#25,1,Order 85759 comment
85760,1061,F,497442.02,19980508,4-NOT SPECIFIED,Clerk#3,0,Order 85760 comment
85761,1252,O,120240.37,19960228,5-LOW,Clerk#39,0,Order 85761 comment
85762,18283,F,214506.86,19940206,2-HIGH,Clerk#64,1,Order 85762 comment
85763,23552,P,166974.27,19961211,4-NOT SPECIFIED,Clerk#74,1,Order 85763 comment
85764,43253,O,380055.57,19931204,4-NOT SPECIFIED,Clerk#65,0,Order 85764 comment
85765,13342,O,397604.3,19960820,2-HIGH,Clerk#1,0,Order 85765 comment
85766,40267,O,171363.72,19920819,1-URGENT,Clerk#6,0,Order 85766 comment
85767,11014,O,92616.17,19960530,3-MEDIUM,Clerk#55,1,Order 85767 comment
85768,21781,F,12118.15,19960614,2-HIGH,Clerk#81,0,Order 85768 comment
85769,32247,P,359911.87,19920616,5-LOW,Clerk#47,1,Order 85769 comment
85770,9505,O,53621.01,19960127,2-HIGH,Clerk#78,0,Order 85770 comment
85771,25300,P,100402.58,19981015,1-URGENT,Clerk#33,1,Order 85771 comment
85772,25405,P,52450.29,19970110,1-URGENT,Clerk#87,0,Order 85772 comment
85773,1399,F,432204.69,19980405,4-NOT SPECIFIED,Clerk#73,1,Order 85773 comment
85774,15723,F,411230.33,19940728,3-MEDIUM,Clerk#12,0,Order 85774 comment
85775,34692,F,365189.29,19970424,2-HIGH,Clerk#51,1,Order 85775 comment
85776,13533,P,346481.72,19930415,1-URGENT,Clerk#13,1,Order 85776 comment
85777,5787,P,206156.58,19980402,1-URGENT,Clerk#5,1,Order 85777 comment
85778,22285,O,2144.1,19961110,1-URGENT,Clerk#91,1,Order 85778 comment
85779,43657,P,382518.11,19930328,4-NOT SPECIFIED,Clerk#30,0,Order 85779 comment
85780,13137,F,50341.89,19961120,1-URGENT,Clerk#11,0,Order 85780 comment
85781,33610,P,383814.58,19960305,5-LOW,Clerk#20,0,Order 85781 comment
85782,37414,P,202550.04,19951005,4-NOT SPECIFIED,Clerk#46,0,Order 85782 comment
85783,48348,P,356118.31,19970213,1-URGENT,Clerk#67,0,Order 85783 comment
85784,31706,F,443937.39,19941020,1-URGENT,Clerk#75,1,Order 85784 comment
85785,19924,F,448005.37,19920317,3-MEDIUM,Clerk#8,1,Order 85785 comment
85786,25869,O,77910.94,19941017,5-LOW,Clerk#46,0,Order 85786 comment
85787,6021,F,167889.69,19920426,2-HIGH,Clerk#23,0,Order 85787 comment
85788,28250,F,121941.26,19920130,2-HIGH,Clerk#50,1,Order 85788 comment
85789,35553,P,346175.6,19931212,1-URGENT,Clerk#92,1,Order 85789 comment
85790,10286,O,271606.03,19980221,4-NOT SPECIFIED,Clerk#23,1,Order 85790 comment
85791,12883,P,393992.93,19930316,5-LOW,Clerk#75,0,Order 85791 comment
85792,7949,P,177147.92,19930215,3-MEDIUM,Clerk#96,1,Order 85792 comment
85793,14099,O,457739.47,19931025,3-MEDIUM,Clerk#95,1,Order 85793 comment
85794,2512,F,87622.12,19960224,2-HIGH,Clerk#57,0,Order 85794 comment
85795,14697,F,208408.51,19960722,2-HIGH,Clerk#12,0,Order 85795 comment
85796,33301,O,69798.55,19960906,1-URGENT,Clerk#22,1,Order 85796 comment
85797,35699,P,290733.99,19930131,3-MEDIUM,Clerk#84,1,Order 85797 comment
85798,18606,F,350099.75,19950205,2-HIGH,Clerk#1,0,Order 85798 comment
85799,376,P,26783.63,19940814,5-LOW,Clerk#44,1,Order 85799 comment
85800,6609,O,494636.78,19961016,3-MEDIUM,Clerk#73,0,Order 85800 comment
85801,34130,O,422680.91,19951224,3-MEDIUM,Clerk#7,0,Order 85801 comment
85802,7303,F,232201.67,19940610,2-HIGH,Clerk#4,1,Order 85802 comment
85803,49964,P,122275.45,19981107,1-URGENT,Clerk#55,0,Order 85803 comment
85804,34191,O,472249.39,19960225,1-URGENT,Clerk#6,0,Order 85804 comment
85805,16951,O,490913.52,19961122,2-HIGH,Clerk#63,0,Order 85805 comment
85806,12981,P,91412.25,19930205,5-LOW,Clerk#70,1,Order 85806 comment
85807,48922,O,404359.67,19981206,3-MEDIUM,Clerk#92,0,Order 85807 comment
85808,11430,P,354069.61,19940925,5-LOW,Clerk#99,1,Order 85808 comment
85809,32760,O,116160.68,19951030,3-MEDIUM,Clerk#54,1,Order 85809 comment
85810,47357,F,295402.13,19950826,4-NOT SPECIFIED,Clerk#94,0,Order 85810 comment
85811,37310,O,417053.62,19920221,3-MEDIUM,Clerk#17,1,Order 85811 comment
85812,40215,F,155517.43,19960501,1-URGENT,Clerk#34,0,Order 85812 comment
85813,1167,F,315985.9,19930916,4-NOT SPECIFIED,Clerk#52,1,Order 85813 comment
85814,9234,F,261499.66,19970512,3-MEDIUM,Clerk#55,0,Order 85814 comment
85815,39977,F,444779.85,19981104,3-MEDIUM,Clerk#73,0,Order 85815 comment
85816,44014,O,142209.69,19930925,5-LOW,Clerk#34,1,Order 85816 comment
85817,21253,P,265141.48,19941019,3-MEDIUM,Clerk#19,0,Order 85817 comment
85818,7082,P,370612.69,19980608,5-LOW,Clerk#88,0,Order 85818 comment
85819,19772,P,445554.78,19921214,5-LOW,Clerk#12,1,Order 85819 comment
85820,29134,P,366021.81,19931129,3-MEDIUM,Clerk#49,1,Order 85820 comment
85821,21154,O,120142.96,19960101,2-HIGH,Clerk#46,0,Order 85821 comment
85822,25201,O,460420.55,19930524,5-LOW,Clerk#98,0,Order 85822 comment
85823,36731,P,8911.34,19970203,5-LOW,Clerk#97,1,Order 85823 comment
85824,6049,F,109611.75,19940110,1-URGENT,Clerk#65,1,Order 85824 comment
85825,44001,P,218601.2,19951031,3-MEDIUM,Clerk#55,0,Order 85825 comment
85826,40910,P,41331.34,19940416,4-NOT SPECIFIED,Clerk#28,0,Order 85826 comment
85827,23913,F,102336.88,19950208,3-MEDIUM,Clerk#92,0,Order 85827 comment
85828,28718,F,28012.69,19970801,1-URGENT,Clerk#55,1,Order 85828 comment
85829,46568,O,433410.05,19920502,3-MEDIUM,Clerk#63,0,Order 85829 comment
85830,25638,P,37256.46,19971124,4-NOT SPECIFIED,Clerk#81,0,Order 85830 comment
85831,46054,P,416940.88,19930118,2-HIGH,Clerk#48,1,Order 85831 comment
85832,12434,P,120872.85,19980416,1-URGENT,Clerk#45,0,Order 85832 comment
85833,7964,O,306133.92,19940821,5-LOW,Clerk#100,0,Order 85833 comment
85834,43508,P,350416.57,19970322,4-NOT SPECIFIED,Clerk#16,0,Order 85834 comment
85835,23742,O,147840.64,19960314,5-LOW,Clerk#21,0,Order 85835 comment
85836,18053,P,53708.33,19951212,2-HIGH,Clerk#42,0,Order 85836 comment
85837,49454,P,492465.46,19921003,4-NOT SPECIFIED,Clerk#91,0,Order 85837 comment
85838,20029,O,334092.79,19921010,2-HIGH,Clerk#82,0,Order 85838 comment
85839,39223,O,295831.52,19940510,1-URGENT,Clerk#77,0,Order 85839 comment
85840,23710,P,347056.51,19940421,3-MEDIUM,Clerk#35,0,Order 85840 comment
85841,16673,O,144337.33,19970506,4-NOT SPECIFIED,Clerk#96,1,Order 85841 comment
85842,45097,O,240145.42,19941111,2-HIGH,Clerk#16,1,Order 85842 comment
85843,1295,F,147685.09,19980725,5-LOW,Clerk#19,1,Order 85843 comment
85844,34032,F,119410.52,19980928,3-MEDIUM,Clerk#79,1,Order 85844 comment
85845,13882,F,178373.33,19930911,1-URGENT,Clerk#38,0,Order 85845 comment
85846,3802,F,201208.87,19970216,4-NOT SPECIFIED,Clerk#67,0,Order 85846 comment
85847,41716,O,406204.77,19980916,1-URGENT,Clerk#27,1,Order 85847 comment
85848,25299,O,272023.72,19981216,5-LOW,Clerk#8,1,Order 85848 comment
85849,34488,O,117603.64,19931029,2-HIGH,Clerk#56,0,Order 85849 comment
85850,17443,O,168804.31,19960531,2-HIGH,Clerk#5,0,Order 85850 comment
85851,41795,P,211353.16,19921114,3-MEDIUM,Clerk#53,0,Order 85851 comment
85852,10469,O,350996.98,19980103,2-HIGH,Clerk#83,1,Order 85852 comment
85853,36018,F,474030.92,19981010,5-LOW,Clerk#29,0,Order 85853 comment
85854,23767,O,440981.61,19950125,2-HIGH,Clerk#52,1,Order 85854 comment
85855,32719,F,34295.22,19940210,4-NOT SPECIFIED,Clerk#84,1,Order 85855 comment
85856,10578,P,390165.59,19981028,3-MEDIUM,Clerk#14,0,Order 85856 comment
85857,1026,O,261194.7,19920126,2-HIGH,Clerk#57,0,Order 85857 comment
85858,25105,O,403543.98,19970530,5-LOW,Clerk#43,0,Order 85858 comment
85859,32241,P,488127.49,19950602,3-MEDIUM,Clerk#79,1,Order 85859 comment
85860,47211,F,105962.86,19970310,4-NOT SPECIFIED,Clerk#72,1,Order 85860 comment
85861,47776,F,233265.47,19921020,4-NOT SPECIFIED,Clerk#45,1,Order 85861 comment
85862,39279,F,81567.56,19951210,1-URGENT,Clerk#59,1,Order 85862 comment
85863,47086,O,93368.41,19950408,1-URGENT,Clerk#62,1,Order 85863 comment
85864,13572,O,71667.75,19951012,5-LOW,Clerk#30,1,Order 85864 comment
85865,12603,F,367238.67,19960601,5-LOW,Clerk#34,0,Order 85865 comment
85866,30670,O,311039.41,19920504,3-MEDIUM,Clerk#48,0,Order 85866 comment
85867,48158,P,35091.76,19950627,4-NOT SPECIFIED,Clerk#94,1,Order 85867 comment
85868,1951,F,81614.54,19960415,3-MEDIUM,Clerk#97,0,Order 85868 comment
85869,29700,O,186445.04,19980729,5-LOW,Clerk#58,0,Order 85869 comment
85870,42604,F,10620.55,19930402,5-LOW,Clerk#22,1,Order 85870 comment
85871,25580,F,359190.33,19950405,5-LOW,Clerk#38,0,Order 85871 comment
85872,34293,F,333116.33,19951224,3-MEDIUM,Clerk#7,1,Order 85872 comment
85873,45322,O,139618.95,19980821,2-HIGH,Clerk#96,1,Order 85873 comment
85874,41379,P,469788.5,19920706,4-NOT SPECIFIED,Clerk#81,0,Order 85874 comment
85875,26409,P,264317.79,19950725,3-MEDIUM,Clerk#58,0,Order 85875 comment
85876,35258,P,364950.65,19970903,2-HIGH,Clerk#27,1,Order 85876 comment
85877,29833,P,69271.08,19970408,3-MEDIUM,Clerk#90,1,Order 85877 comment
85878,8823,F,300110.67,19960628,3-MEDIUM,Clerk#90,0,Order 85878 comment
85879,8942,F,239995.1,19921023,4-NOT SPECIFIED,Clerk#4,0,Order 85879 comment
85880,43394,P,463976.94,19960830,4-NOT SPECIFIED,Clerk#46,1,Order 85880 comment
85881,33120,P,445951.91,19971002,5-LOW,Clerk#44,0,Order 85881 comment
85882,5937,F,74506.57,19930214,3-MEDIUM,Clerk#29,1,Order 85882 comment
85883,35695,F,418635.5,19970912,3-MEDIUM,Clerk#14,0,Order 85883 comment
85884,41808,P,237028.94,19950716,3-MEDIUM,Clerk#16,1,Order 85884 comment
85885,6985,P,40998.6,19930814,3-MEDIUM,Clerk#53,1,Order 85885 comment
85886,12421,F,96137.7,19921204,4-NOT SPECIFIED,Clerk#59,1,Order 85886 comment
85887,32843,P,307248.81,19950422,4-NOT SPECIFIED,Clerk#29,1,Order 85887 comment
85888,11309,O,478965.13,19970826,2-HIGH,Clerk#95,1,Order 85888 comment
85889,22974,O,381589.39,19980309,1-URGENT,Clerk#40,1,Order 85889 comment
85890,1260,O,435456.45,19940415,5-LOW,Clerk#54,0,Order 85890 comment
85891,33949,F,378826.46,19930201,4-NOT SPECIFIED,Clerk#39,0,Order 85891 comment
85892,15894,P,420435.01,19920806,2-HIGH,Clerk#75,0,Order 85892 comment
85893,1209,F,420242.5,19970511,1-URGENT,Clerk#52,0,Order 85893 comment
85894,17634,O,43071.01,19940102,5-LOW,Clerk#10,0,Order 85894 comment
85895,12096,O,3010.47,19970113,1-URGENT,Clerk#1,1,Order 85895 comment
85896,11775,O,5738.44,19970328,1-URGENT,Clerk#44,1,Order 85896 comment
85897,48771,O,382576.2,19971207,1-URGENT,Clerk#76,1,Order 85897 comment
85898,44988,F,456462.95,19970917,5-LOW,Clerk#92,1,Order 85898 comment
85899,23038,P,69668.57,19950527,3-MEDIUM,Clerk#28,0,Order 85899 comment
85900,19145,F,199634.41,19950113,4-NOT SPECIFIED,Clerk#68,1,Order 85900 comment
85901,4738,F,201025.72,19960228,5-LOW,Clerk#42,1,Order 85901 comment
85902,1327,P,156329.33,19940805,5-LOW,Clerk#80,1,Order 85902 comment
85903,33261,P,480110.92,19920323,1-URGENT,Clerk#97,0,Order 85903 comment
85904,43908,P,480947.93,19970527,3-MEDIUM,Clerk#22,1,Order 85904 comment
85905,8853,F,264992.58,19980930,2-HIGH,Clerk#57,0,Order 85905 comment
85906,33204,P,93229.34,19960223,5-LOW,Clerk#65,0,Order 85906 comment
85907,7097,P,388644.75,19950427,2-HIGH,Clerk#80,0,Order 85907 comment
85908,21121,F,327480.58,19921130,5-LOW,Clerk#31,1,Order 85908 comment
85909,6519,F,216295.31,19920809,4-NOT SPECIFIED,Clerk#21,0,Order 85909 comment
85910,11779,O,185682.75,19931124,4-NOT SPECIFIED,Clerk#3,0,Order 85910 comment
85911,34779,F,5841.91,19940917,2-HIGH,Clerk#2,1,Order 85911 comment
85912,7740,O,186849.0,19930610,1-URGENT,Clerk#48,1,Order 85912 comment
85913,15367,F,242306.24,19951027,4-NOT SPECIFIED,Clerk#35,0,Order 85913 comment
85914,15707,O,432308.22,19971111,5-LOW,Clerk#23,0,Order 85914 comment
85915,23854,P,250214.11,19960313,2-HIGH,Clerk#84,0,Order 85915 comment
85916,36710,F,189806.85,19940311,3-MEDIUM,Clerk#41,0,Order 85916 comment
85917,762,P,159720.36,19981015,4-NOT SPECIFIED,Clerk#40,0,Order 85917 comment
85918,29762,P,81541.14,19981226,5-LOW,Clerk#79,1,Order 85918 comment
85919,25885,O,378408.97,19930809,5-LOW,Clerk#80,0,Order 85919 comment
85920,3176,O,30867.57,19921001,4-NOT SPECIFIED,Clerk#60,0,Order 85920 comment
85921,39424,F,223884.61,19950531,5-LOW,Clerk#36,0,Order 85921 comment
85922,29413,P,495391.1,19980410,4-NOT SPECIFIED,Clerk#60,1,Order 85922 comment
85923,2550,F,75312.4,19980114,2-HIGH,Clerk#46,1,Order 85923 comment
85924,19209,P,417693.23,19950126,4-NOT SPECIFIED,Clerk#73,1,Order 85924 comment
85925,1631,P,260304.76,19950503,5-LOW,Clerk#53,1,Order 85925 comment
85926,24993,O,432196.84,19941028,2-HIGH,Clerk#38,0,Order 85926 comment
85927,43837,F,375102.97,19950909,1-URGENT,Clerk#78,0,Order 85927 comment
85928,10155,P,442442.63,19920927,1-URGENT,Clerk#98,1,Order 85928 comment
85929,1229,F,428874.96,19951121,4-NOT SPECIFIED,Clerk#50,1,Order 85929 comment
85930,22101,O,470264.13,19930227,3-MEDIUM,Clerk#9,1,Order 85930 comment
85931,3370,P,350741.09,19970114,4-NOT SPECIFIED,Clerk#39,1,Order 85931 comment
85932,38986,O,354065.73,19921226,1-URGENT,Clerk#56,0,Order 85932 comment
85933,45217,P,445515.85,19931009,3-MEDIUM,Clerk#25,0,Order 85933 comment
85934,17468,P,195588.22,19920806,5-LOW,Clerk#60,1,Order 85934 comment
85935,42982,O,312109.06,19950925,2-HIGH,Clerk#24,0,Order 85935 comment
85936,38355,O,412237.11,19961206,5-LOW,Clerk#55,1,Order 85936 comment
85937,39968,P,480403.38,19980714,2-HIGH,Clerk#58,0,Order 85937 comment
85938,7218,F,107013.44,19970530,1-URGENT,Clerk#28,0,Order 85938 comment
85939,29484,F,293105.17,19930228,3-MEDIUM,Clerk#77,0,Order 85939 comment
85940,25559,O,59443.29,19950609,3-MEDIUM,Clerk#43,1,Order 85940 comment
85941,31186,P,435886.33,19930311,5-LOW,Clerk#48,0,Order 85941 comment
85942,6901,F,298553.37,19941219,3-MEDIUM,Clerk#65,0,Order 85942 comment
85943,20211,O,241491.73,19960304,1-URGENT,Clerk#8,0,Order 85943 comment
85944,25479,O,294379.06,19970812,5-LOW,Clerk#37,0,Order 85944 comment
85945,8487,O,345499.39,19940518,3-MEDIUM,Clerk#63,1,Order 85945 comment
85946,28239,F,10944.62,19970704,4-NOT SPECIFIED,Clerk#50,1,Order 85946 comment
85947,21801,P,127917.07,19951105,3-MEDIUM,Clerk#32,0,Order 85947 comment
85948,30312,O,121127.77,19971217,2-HIGH,Clerk#79,0,Order 85948 comment
85949,12100,F,165022.96,19971227,2-HIGH,Clerk#43,0,Order 85949 comment
85950,39007,F,473747.09,19931225,3-MEDIUM,Clerk#97,0,Order 85950 comment
85951,26377,F,129070.79,19941015,1-URGENT,Clerk#33,1,Order 85951 comment
85952,31864,P,69358.19,19940224,1-URGENT,Clerk#5,1,Order 85952 comment
85953,33263,F,18224.11,19920825,4-NOT SPECIFIED,Clerk#97,1,Order 85953 comment
85954,31616,F,252434.77,19950819,3-MEDIUM,Clerk#70,0,Order 85954 comment
85955,40699,F,62756.87,19920326,1-URGENT,Clerk#46,0,Order 85955 comment
85956,36385,O,98127.31,19981031,1-URGENT,Clerk#61,0,Order 85956 comment
85957,44388,P,112322.48,19960218,5-LOW,Clerk#41,1,Order 85957 comment
85958,30269,P,337400.83,19970401,4-NOT SPECIFIED,Clerk#40,0,Order 85958 comment
85959,47244,O,86865.58,19941028,2-HIGH,Clerk#6,1,Order 85959 comment
85960,49743,F,375874.85,19960309,2-HIGH,Clerk#83,1,Order 85960 comment
85961,2640,P,34179.42,19941028,4-NOT SPECIFIED,Clerk#10,0,Order 85961 comment
85962,46821,O,216175.46,19970807,3-MEDIUM,Clerk#77,1,Order 85962 comment
85963,38836,P,378775.53,19920818,1-URGENT,Clerk#81,0,Order 85963 comment
85964,2512,F,237911.73,19981101,1-URGENT,Clerk#100,1,Order 85964 comment
85965,42035,F,840.22,19980220,4-NOT SPECIFIED,Clerk#26,1,Order 85965 comment
85966,45190,F,459320.06,19980218,5-LOW,Clerk#58,0,Order 85966 comment
85967,47839,F,279763.52,19940608,1-URGENT,Clerk#61,0,Order 85967 comment
85968,8080,O,4973.24,19970403,2-HIGH,Clerk#81,1,Order 85968 comment
85969,30930,O,351262.1,19920421,1-URGENT,Clerk#55,0,Order 85969 comment
85970,4977,F,30006.73,19930214,2-HIGH,Clerk#18,1,Order 85970 comment
